Title,Categories,Uri,FullPath
"May 30, 2022 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./2022/05/30/index.html","E:\repos\Processtune-web\www\2022\05\30\index.html"
"June 28, 2022 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./2022/06/28/index.html","E:\repos\Processtune-web\www\2022\06\28\index.html"
"July 23, 2022 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./2022/07/23/index.html","E:\repos\Processtune-web\www\2022\07\23\index.html"
"August 18, 2022 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./2022/08/18/index.html","E:\repos\Processtune-web\www\2022\08\18\index.html"
"September 30, 2022 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./2022/09/30/index.html","E:\repos\Processtune-web\www\2022\09\30\index.html"
"October 30, 2022 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./2022/10/30/index.html","E:\repos\Processtune-web\www\2022\10\30\index.html"
"February 7, 2024 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./2024/02/07/index.html","E:\repos\Processtune-web\www\2024\02\07\index.html"
"March 26, 2024 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./2024/03/26/index.html","E:\repos\Processtune-web\www\2024\03\26\index.html"
"April 28, 2024 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./2024/04/28/index.html","E:\repos\Processtune-web\www\2024\04\28\index.html"
"Blazor – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/asp-net-core/blazor/index.html","E:\repos\Processtune-web\www\category\asp-net-core\blazor\index.html"
"JavaScript – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/asp-net-core/javascript/index.html","E:\repos\Processtune-web\www\category\asp-net-core\javascript\index.html"
"Service – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/asp-net-core/service/index.html","E:\repos\Processtune-web\www\category\asp-net-core\service\index.html"
"Alpine Linux – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/docker/alpine-linux/index.html","E:\repos\Processtune-web\www\category\docker\alpine-linux\index.html"
"Azure Active Directory – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 2,Visual Studio","./category/microsoft-azure/azure-active-directory/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\azure-active-directory\index.html"
"Azure Functions – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/microsoft-azure/azure-functions/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\azure-functions\index.html"
"Cognitive Service – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/microsoft-azure/cognitive-service/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\cognitive-service\index.html"
"gRPC – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/microsoft-azure/grpc/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\grpc\index.html"
"Rust – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/microsoft-azure/rust/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\rust\index.html"
"Static web Apps – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/microsoft-azure/static-web-apps/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\static-web-apps\index.html"
"Reverce Proxy – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/nginx/reverce-proxy/index.html","E:\repos\Processtune-web\www\category\nginx\reverce-proxy\index.html"
"Adaptive Cards – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/office-app/adaptive-cards/index.html","E:\repos\Processtune-web\www\category\office-app\adaptive-cards\index.html"
"Office Business App – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/office-app/office-business-app/index.html","E:\repos\Processtune-web\www\category\office-app\office-business-app\index.html"
"Office Web App – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/office-app/office-web-app/index.html","E:\repos\Processtune-web\www\category\office-app\office-web-app\index.html"
"ReactJS.NET – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/office-app/reactjs-net/index.html","E:\repos\Processtune-web\www\category\office-app\reactjs-net\index.html"
"Active Directory – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/active-directory/index.html","E:\repos\Processtune-web\www\category\technical-memo\active-directory\index.html"
"ALM – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/alm/index.html","E:\repos\Processtune-web\www\category\technical-memo\alm\index.html"
"Browser – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/browser/index.html","E:\repos\Processtune-web\www\category\technical-memo\browser\index.html"
"CSS – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/css/index.html","E:\repos\Processtune-web\www\category\technical-memo\css\index.html"
"HTML – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/html/index.html","E:\repos\Processtune-web\www\category\technical-memo\html\index.html"
"kiosk mode – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/kiosk-mode/index.html","E:\repos\Processtune-web\www\category\technical-memo\kiosk-mode\index.html"
"Markdown – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/markdown/index.html","E:\repos\Processtune-web\www\category\technical-memo\markdown\index.html"
"Silverlight – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 2,Page 3,Visual Studio","./category/technical-memo/silverlight/index.html","E:\repos\Processtune-web\www\category\technical-memo\silverlight\index.html"
"Visual Studio Code – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/visual-studio/visual-studio-code/index.html","E:\repos\Processtune-web\www\category\visual-studio\visual-studio-code\index.html"
".NET Core – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/winui/net-core/index.html","E:\repos\Processtune-web\www\category\winui\net-core\index.html"
"Universal Apps – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 2,Page 3,Page 4,Visual Studio","./category/winui/universal-apps/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\index.html"
"WPF App – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/winui/wpf-app/index.html","E:\repos\Processtune-web\www\category\winui\wpf-app\index.html"
"Ubuntu – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/wsl2/ubuntu/index.html","E:\repos\Processtune-web\www\category\wsl2\ubuntu\index.html"
"vim – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/wsl2/vim/index.html","E:\repos\Processtune-web\www\category\wsl2\vim\index.html"
"Global Summit　Movies – Processtune Blog","Azure Active Directory,Global Summit,Microservice,Microsoft Azure,Visual Studio","./2011/04/01/hello-world-2/index.html","E:\repos\Processtune-web\www\2011\04\01\hello-world-2\index.html"
"Mix 11 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Mix 11,Visual Studio","./2011/04/02/mix-11/index.html","E:\repos\Processtune-web\www\2011\04\02\mix-11\index.html"
"双方向通信 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Silverlight,SlideShow,Visual Studio","./2011/04/06/%E8%9C%BF%E6%A2%A7%E5%A9%BF%E8%9C%B7%E9%B7%B9%25C2%2580%E5%A3%BB%EF%BD%BF%EF%BD%A1/index.html","E:\repos\Processtune-web\www\2011\04\06\蜿梧婿蜷鷹壻ｿ｡\index.html"
"Integrating OWA( Office Web App) to business solution. – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Office Business App,Office Web App,SlideShow,Visual Studio","./2013/01/26/integrating-owa-office-web-app-to-business-solution/index.html","E:\repos\Processtune-web\www\2013\01\26\integrating-owa-office-web-app-to-business-solution\index.html"
"Play to feature will simplify Multi device fabrication – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows Store App,未分類","./2013/03/30/play-to-scenarios-make-multi-device-technology-simplify/index.html","E:\repos\Processtune-web\www\2013\03\30\play-to-scenarios-make-multi-device-technology-simplify\index.html"
"Designing Object Model for Metro Style Application – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows Store App","./2013/04/08/designing-object-model-for-metro-style-application/index.html","E:\repos\Processtune-web\www\2013\04\08\designing-object-model-for-metro-style-application\index.html"
"Portable class Libraries with designing object models – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows Store App,未分類","./2013/04/08/portable-class-libraries-with-designing-object-models/index.html","E:\repos\Processtune-web\www\2013\04\08\portable-class-libraries-with-designing-object-models\index.html"
"Designed models for Windows Store Apps – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows Store App,未分類","./2013/05/08/designed-models-for-windows-store-apps/index.html","E:\repos\Processtune-web\www\2013\05\08\designed-models-for-windows-store-apps\index.html"
"Windows 8 animation architecture – Processtune Blog","Azure Active Directory,ComCamp,Microservice,Microsoft Azure,Visual Studio,Windows 8 App,Windows Store App","./2013/05/11/windows-8-animation-architecture/index.html","E:\repos\Processtune-web\www\2013\05\11\windows-8-animation-architecture\index.html"
"Windows Store アプリのための情報アーキテクチャ – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows 8 App,Windows Store App","./2013/06/07/information-architecture-for-windows-store-app/index.html","E:\repos\Processtune-web\www\2013\06\07\information-architecture-for-windows-store-app\index.html"
"Windows Azure Mobile Service authentication – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows 8 App,Windows Store App","./2013/07/01/windows-azure-mobile-service-authentication/index.html","E:\repos\Processtune-web\www\2013\07\01\windows-azure-mobile-service-authentication\index.html"
"Resource of Store App for globalization – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows 8 App,Windows Store App","./2013/07/08/resource-of-store-app-for-globalization/index.html","E:\repos\Processtune-web\www\2013\07\08\resource-of-store-app-for-globalization\index.html"
"WPF app that display Excel file. – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Office Business App,SlideShow,Visual Studio,Windows 8 App","./2013/08/26/wpf-app-that-display-excel-file-2/index.html","E:\repos\Processtune-web\www\2013\08\26\wpf-app-that-display-excel-file-2\index.html"
"View the processing status of the Windows Runtime Component to Windows Store app – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows 8 App,Windows Store App","./2014/01/20/view-the-processing-status-of-the-windows-runtime-component-to-windows-store-app/index.html","E:\repos\Processtune-web\www\2014\01\20\view-the-processing-status-of-the-windows-runtime-component-to-windows-store-app\index.html"
"Using Office 365 authentication in Windows 8 store apps – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows 8 App,Windows Store App,未分類","./2014/04/09/using-office-365-authentication-in-windows-8-store-apps/index.html","E:\repos\Processtune-web\www\2014\04\09\using-office-365-authentication-in-windows-8-store-apps\index.html"
"Information architecture for Windows Store app – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio,Windows 8 App,Windows Store App","./2014/06/08/information-architecture-for-windows-store-app-2/index.html","E:\repos\Processtune-web\www\2014\06\08\information-architecture-for-windows-store-app-2\index.html"
"タイルとバッジのライフサイクル設計編 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 8.1 App,Windows Phone App,Windows Store App","./2015/02/02/%E7%B9%A7%EF%BD%BF%E7%B9%A7%EF%BD%A4%E7%B9%9D%EF%BD%AB%E7%B8%BA%EF%BD%A8%E7%B9%9D%E8%88%8C%E3%83%A3%E7%B9%A7%EF%BD%B8%E7%B8%BA%EF%BD%AE%E7%B9%9D%EF%BD%A9%E7%B9%A7%EF%BD%A4%E7%B9%9D%E8%BC%94%E3%81%97%E7%B9%A7%EF%BD%A4%E7%B9%A7%EF%BD%AF%E7%B9%9D%EF%BD%AB%E9%9A%AA%EF%BD%AD%E9%9A%AA%E8%82%B2%EF%BD%B7%EF%BD%A8/index.html","E:\repos\Processtune-web\www\2015\02\02\繧ｿ繧､繝ｫ縺ｨ繝舌ャ繧ｸ縺ｮ繝ｩ繧､繝輔し繧､繧ｯ繝ｫ險ｭ險育ｷｨ\index.html"
"MVVM: Create some processings if these should execute before adding to a list items. – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 8 App,Windows 8.1 App,Windows Store App,未分類","./2015/05/10/mvvm-create-some-processings-if-these-should-execute-before-adding-to-a-list-items/index.html","E:\repos\Processtune-web\www\2015\05\10\mvvm-create-some-processings-if-these-should-execute-before-adding-to-a-list-items\index.html"
"MVVM : Creating Reusable Flyout Control Composite – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 8.1 App,Windows Phone App,Windows Store App,未分類","./2015/05/23/mvvm-creating-reusable-flyout-control-composite/index.html","E:\repos\Processtune-web\www\2015\05\23\mvvm-creating-reusable-flyout-control-composite\index.html"
"The microservice design pattern – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2016/04/08/microservice-design-pattern/index.html","E:\repos\Processtune-web\www\2016\04\08\microservice-design-pattern\index.html"
"Some patterns of state transferring of system – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2016/05/10/some-patterns-of-transferring-state-of-system/index.html","E:\repos\Processtune-web\www\2016\05\10\some-patterns-of-transferring-state-of-system\index.html"
"A concept of the actor model, for a distributed system – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2016/07/11/2161/index.html","E:\repos\Processtune-web\www\2016\07\11\2161\index.html"
"The Virtual Actor is the Actor model for cloud ready – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2016/08/13/the-virtual-actor-is-the-actor-model-for-cloud-ready/index.html","E:\repos\Processtune-web\www\2016\08\13\the-virtual-actor-is-the-actor-model-for-cloud-ready\index.html"
"Microsoft Azure provides the Virtual Actor as Service Fabric Reliable Actor – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2016/09/02/microsoft-azure-provides-the-virtual-actor-as-service-fabric-reliable-actor/index.html","E:\repos\Processtune-web\www\2016\09\02\microsoft-azure-provides-the-virtual-actor-as-service-fabric-reliable-actor\index.html"
"Create state full service web app – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2017/01/12/create-state-full-service-web-app/index.html","E:\repos\Processtune-web\www\2017\01\12\create-state-full-service-web-app\index.html"
"Incorporate the Realiable Actor service to web app solution – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2017/02/12/incorporate-the-realiable-actor-service-to-web-app-solution/index.html","E:\repos\Processtune-web\www\2017\02\12\incorporate-the-realiable-actor-service-to-web-app-solution\index.html"
"Tips for using Service Fabric SDK #1 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2017/03/01/tips-for-using-service-fabric-sdk/index.html","E:\repos\Processtune-web\www\2017\03\01\tips-for-using-service-fabric-sdk\index.html"
"Tips for using Service Fabric SDK #2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2017/03/10/tips-for-using-service-fabric-sdk-2/index.html","E:\repos\Processtune-web\www\2017\03\10\tips-for-using-service-fabric-sdk-2\index.html"
"Invoke Reliable Actor from stateless Web API – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2017/03/13/invoke-reliable-actor-from-stateless-web-api/index.html","E:\repos\Processtune-web\www\2017\03\13\invoke-reliable-actor-from-stateless-web-api\index.html"
"The microservices basis, Provide it from Microsoft Azure Service Fabric – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2017/03/13/the-microservices-basis-provide-it-from-microsoft-azure-service-fabric/index.html","E:\repos\Processtune-web\www\2017\03\13\the-microservices-basis-provide-it-from-microsoft-azure-service-fabric\index.html"
"Microsoft UWP samples helps you to create your app – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/07/25/microsoft-uwp-samples-helps-you-to-create-your-app/index.html","E:\repos\Processtune-web\www\2017\07\25\microsoft-uwp-samples-helps-you-to-create-your-app\index.html"
"x:Bind Binding – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/07/25/xbind-binding/index.html","E:\repos\Processtune-web\www\2017\07\25\xbind-binding\index.html"
"System launcher – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/08/01/system-launcher/index.html","E:\repos\Processtune-web\www\2017\08\01\system-launcher\index.html"
"Split view – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/08/08/split-view/index.html","E:\repos\Processtune-web\www\2017\08\08\split-view\index.html"
"Hamburger menu – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/08/15/hamburger-menu/index.html","E:\repos\Processtune-web\www\2017\08\15\hamburger-menu\index.html"
"FlipView – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/08/22/flipview/index.html","E:\repos\Processtune-web\www\2017\08\22\flipview\index.html"
"OAuth login – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/08/29/oauth-login/index.html","E:\repos\Processtune-web\www\2017\08\29\oauth-login\index.html"
"Bitmap image – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/09/06/bitmap-image/index.html","E:\repos\Processtune-web\www\2017\09\06\bitmap-image\index.html"
"Control Facebook scope – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/09/13/control-facebook-scope/index.html","E:\repos\Processtune-web\www\2017\09\13\control-facebook-scope\index.html"
"Intelligent cloud with Microsoft Graph. – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/09/20/intelligent-cloud-with-microsoft-graph/index.html","E:\repos\Processtune-web\www\2017\09\20\intelligent-cloud-with-microsoft-graph\index.html"
"Scope control of the Microsoft Graph. – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,Windows Store App,未分類","./2017/09/27/scope-control-of-the-microsoft-graph/index.html","E:\repos\Processtune-web\www\2017\09\27\scope-control-of-the-microsoft-graph\index.html"
"How to use the QnA Manker API well. – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2017/11/02/how-to-use-the-qna-manker-api-well/index.html","E:\repos\Processtune-web\www\2017\11\02\how-to-use-the-qna-manker-api-well\index.html"
"How to create the QnA Manker My service. – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2017/11/09/how-to-create-the-qna-manker-my-service/index.html","E:\repos\Processtune-web\www\2017\11\09\how-to-create-the-qna-manker-my-service\index.html"
"kiosk mode operation design 1 – Processtune Blog","Active Directory,Azure Active Directory,kiosk mode,Microservice,Microsoft Azure,Visual Studio,Windows 10 App","./2018/05/26/kiosk-mode-operation-design-1/index.html","E:\repos\Processtune-web\www\2018\05\26\kiosk-mode-operation-design-1\index.html"
"kiosk mode operation design 2 – Processtune Blog","Active Directory,Azure Active Directory,kiosk mode,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows 10 App,Windows Store App,未分類","./2018/06/30/kiosk-mode-operation-design-2/index.html","E:\repos\Processtune-web\www\2018\06\30\kiosk-mode-operation-design-2\index.html"
"Logging file save to Microsoft Azure part 1 – Processtune Blog","Active Directory,Azure Active Directory,kiosk mode,Microservice,Microsoft Azure,SlideShow,Universal Apps,Visual Studio,Windows 10 App,未分類","./2018/07/28/logging-file-save-to-microsoft-azure-part-1/index.html","E:\repos\Processtune-web\www\2018\07\28\logging-file-save-to-microsoft-azure-part-1\index.html"
"Local account creation – Processtune Blog","Active Directory,Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows 10 App,未分類","./2018/08/31/local-account-creation/index.html","E:\repos\Processtune-web\www\2018\08\31\local-account-creation\index.html"
"Desktop UI controlling – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio,未分類","./2018/10/27/desktop-ui-controlling/index.html","E:\repos\Processtune-web\www\2018\10\27\desktop-ui-controlling\index.html"
"Logging file save to Microsoft Azure part 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio,未分類","./2019/03/28/logging-file-save-to-microsoft-azure-part-2/index.html","E:\repos\Processtune-web\www\2019\03\28\logging-file-save-to-microsoft-azure-part-2\index.html"
"Launch correct app by specific account – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio,未分類","./2019/03/29/launch-correct-app-by-specific-account/index.html","E:\repos\Processtune-web\www\2019\03\29\launch-correct-app-by-specific-account\index.html"
"Cognitive Services QnA Maker – Create knowledge base from online FAQ – Processtune Blog","Azure Active Directory,Cognitive Service,Microservice,Microsoft Azure,Office App,Office Web App,SlideShow,Visual Studio,未分類","./2019/04/30/cognitive-services-qna-maker-create-knowledge-base-from-online-faq/index.html","E:\repos\Processtune-web\www\2019\04\30\cognitive-services-qna-maker-create-knowledge-base-from-online-faq\index.html"
"Cognitive Services QnA Maker – Make embed code for Bot Client App – Processtune Blog","Azure Active Directory,Cognitive Service,Microservice,Microsoft Azure,Office App,Office Web App,SlideShow,Visual Studio,未分類","./2019/06/30/cognitive-services-qna-maker-make-embed-code-for-bot-client-app/index.html","E:\repos\Processtune-web\www\2019\06\30\cognitive-services-qna-maker-make-embed-code-for-bot-client-app\index.html"
"Cognitive Services QnA Maker – Create Bot Client App – Processtune Blog","Azure Active Directory,Cognitive Service,Microservice,Microsoft Azure,Office App,Office Web App,SlideShow,Visual Studio,未分類","./2019/07/30/cognitive-services-qna-maker-create-bot-client-app/index.html","E:\repos\Processtune-web\www\2019\07\30\cognitive-services-qna-maker-create-bot-client-app\index.html"
"Create Azure Active Directory application – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,SlideShow,Visual Studio","./2019/08/31/create-azure-active-directory-application/index.html","E:\repos\Processtune-web\www\2019\08\31\create-azure-active-directory-application\index.html"
"How to set attributes of Azure Active Directory application for impersonated users – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,Visual Studio,未分類","./2019/09/30/how-to-set-attributes-of-azure-active-directory-application-for-impersonated-users/index.html","E:\repos\Processtune-web\www\2019\09\30\how-to-set-attributes-of-azure-active-directory-application-for-impersonated-users\index.html"
"Microsoft Graph API provides several grant types of The OAuth 2.0 Authorization Framework – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,SlideShow,Visual Studio,未分類","./2019/10/30/microsoft-graph-api-provides-several-grant-types-of-the-oauth-2-0-authorization-framework/index.html","E:\repos\Processtune-web\www\2019\10\30\microsoft-graph-api-provides-several-grant-types-of-the-oauth-2-0-authorization-framework\index.html"
"Download a client app includes an authentication feature for Azure Active Directory account – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,SlideShow,Visual Studio,未分類","./2019/11/30/download-a-client-app-includes-an-authentication-feature-for-azure-active-directory-account/index.html","E:\repos\Processtune-web\www\2019\11\30\download-a-client-app-includes-an-authentication-feature-for-azure-active-directory-account\index.html"
