Title,Categories,Uri,FullPath
"How to acquire an authorization code for Microsoft Graph API with login feature of ASP.NET Core web app – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,Office App,Office Web App,SlideShow,Visual Studio","./2019/12/26/how-to-acquire-an-authorization-code-of-microsoft-graph-api-login-feature-with-asp-net-core-web-app/index.html","E:\repos\Processtune-web\www\2019\12\26\how-to-acquire-an-authorization-code-of-microsoft-graph-api-login-feature-with-asp-net-core-web-app\index.html"
"Take token using 'authorized code' grant type of Microsoft Graph API – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,Office App,ReactJS.NET,SlideShow,Visual Studio,未分類","./2020/01/31/programmable-authentication-flow-for-accessing-to-microsoft-graph/index.html","E:\repos\Processtune-web\www\2020\01\31\programmable-authentication-flow-for-accessing-to-microsoft-graph\index.html"
"Get user information of Azure Active Directory account using Microsoft Graph API – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,Office App,ReactJS.NET,SlideShow,Visual Studio,未分類","./2020/02/29/get-user-information-of-azure-active-directory-account-using-microsoft-graph-api/index.html","E:\repos\Processtune-web\www\2020\02\29\get-user-information-of-azure-active-directory-account-using-microsoft-graph-api\index.html"
"Cognitive Services QnA Maker – Setting Azure Bot Service – Processtune Blog","Azure Active Directory,Cognitive Service,Microservice,Microsoft Azure,SlideShow,Visual Studio","./2020/03/13/cognitive-services-qna-maker-setting-azure-bot-service/index.html","E:\repos\Processtune-web\www\2020\03\13\cognitive-services-qna-maker-setting-azure-bot-service\index.html"
"Preparing to create the app using programmable authentication flow – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,Office App,Office Web App,SlideShow,Visual Studio","./2020/03/14/preparing-to-create-the-app-using-programmable-authentication-flow/index.html","E:\repos\Processtune-web\www\2020\03\14\preparing-to-create-the-app-using-programmable-authentication-flow\index.html"
"Programmable authentication flow for accessing to Microsoft Graph – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,Office App,Office Web App,SlideShow,Visual Studio","./2020/03/31/programmable-authentication-flow-for-accessing-to-microsoft-graph-2/index.html","E:\repos\Processtune-web\www\2020\03\31\programmable-authentication-flow-for-accessing-to-microsoft-graph-2\index.html"
"appsettings.json in C# .NET Core mvc web app – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,Office App,Office Web App,ReactJS.NET,SlideShow,Visual Studio,未分類","./2020/04/20/appsettings-json-in-c-net-core-mvc-web-app/index.html","E:\repos\Processtune-web\www\2020\04\20\appsettings-json-in-c-net-core-mvc-web-app\index.html"
"Change JsonConvert to JsonSerializer – Processtune Blog",".NET Core,Adaptive Cards,Azure Active Directory,Microservice,Microsoft Azure,Office App,SlideShow,Visual Studio,WinUI","./2020/05/23/change-jsonconvert-to-jsonserializer/index.html","E:\repos\Processtune-web\www\2020\05\23\change-jsonconvert-to-jsonserializer\index.html"
"Create .NET Core Library – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,Office App,Office Web App,ReactJS.NET,SlideShow,Visual Studio","./2020/05/27/create-net-core-library/index.html","E:\repos\Processtune-web\www\2020\05\27\create-net-core-library\index.html"
"How to set attributes of Azure Active Directory application for an app using JavaScript to authenticate users – Processtune Blog",".NET Core,Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,ReactJS.NET,SlideShow,Visual Studio,未分類","./2020/09/01/how-to-set-attributes-of-azure-active-directory-application-for-an-app-using-javascript-to-authenticate-users/index.html","E:\repos\Processtune-web\www\2020\09\01\how-to-set-attributes-of-azure-active-directory-application-for-an-app-using-javascript-to-authenticate-users\index.html"
"You can share the devices profile of Chrome and Edge – Processtune Blog","Azure Active Directory,Browser,CSS,HTML,Microservice,Microsoft Azure,SlideShow,Technical Memo,Visual Studio,未分類","./2020/10/01/you-can-share-the-devices-profile-of-chrome-and-edge/index.html","E:\repos\Processtune-web\www\2020\10\01\you-can-share-the-devices-profile-of-chrome-and-edge\index.html"
"Should define layout at first if you choice atomic design – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio,未分類","./2021/05/01/should-define-layout-at-first-if-you-choice-atomic-design/index.html","E:\repos\Processtune-web\www\2021\05\01\should-define-layout-at-first-if-you-choice-atomic-design\index.html"
"QR code create with Rust language runnable on Azure Functions – Processtune Blog","Azure Active Directory,Azure Functions,Microservice,Microsoft Azure,Rust,SlideShow,Visual Studio,Visual Studio Code","./2021/07/01/qr-code-create-with-rust-language-runable-on-azure-functions/index.html","E:\repos\Processtune-web\www\2021\07\01\qr-code-create-with-rust-language-runable-on-azure-functions\index.html"
"How to compile Rust assembly runnable on Linux for deployment to Azure Functions – Processtune Blog","Azure Active Directory,Azure Functions,Microservice,Microsoft Azure,Rust,SlideShow,Visual Studio,Visual Studio Code","./2021/08/01/how-to-compile-rust-assembly-runnable-on-linux-for-deployment-to-azure-functions/index.html","E:\repos\Processtune-web\www\2021\08\01\how-to-compile-rust-assembly-runnable-on-linux-for-deployment-to-azure-functions\index.html"
"Rust QR code generator App of Azure Functions – Processtune Blog","Azure Active Directory,Azure Functions,Microservice,Microsoft Azure,SlideShow,Visual Studio,Visual Studio Code,未分類","./2021/09/01/rust-qr-code-generator-app-of-azure-functions/index.html","E:\repos\Processtune-web\www\2021\09\01\rust-qr-code-generator-app-of-azure-functions\index.html"
"Blazor WASM aquires SVG images that will be colored by JavaScript later – Processtune Blog",".NET Core,ASP.NET Core,Azure Active Directory,JavaScript,Microservice,Microsoft Azure,SlideShow,Visual Studio,Visual Studio Code","./2021/10/01/blazor-wasm-aquires-svg-images-that-will-be-colored-by-javascript-later/index.html","E:\repos\Processtune-web\www\2021\10\01\blazor-wasm-aquires-svg-images-that-will-be-colored-by-javascript-later\index.html"
"JavaScript colors SVG images that are acquired by Blazor WebAssembly – Processtune Blog","ASP.NET Core,Azure Active Directory,Blazor,JavaScript,Microservice,Microsoft Azure,SlideShow,Visual Studio,Visual Studio Code","./2021/11/01/javascript-colors-svg-images-that-are-acquired-by-blazor-webassembly/index.html","E:\repos\Processtune-web\www\2021\11\01\javascript-colors-svg-images-that-are-acquired-by-blazor-webassembly\index.html"
"Nginx run on Windows Subsystem for Linux 2 – Processtune Blog","ASP.NET Core,Azure Active Directory,Blazor,Docker,Microservice,Microsoft Azure,Nginx,Reverce Proxy,SlideShow,vim,Visual Studio,Visual Studio Code,WSL2","./2021/12/01/nginx-run-on-windows-subsystem-for-linux-2/index.html","E:\repos\Processtune-web\www\2021\12\01\nginx-run-on-windows-subsystem-for-linux-2\index.html"
"Create reverse proxy using dotnet minimal – Processtune Blog","Azure Active Directory,Docker,Microservice,Microsoft Azure,Nginx,Reverce Proxy,SlideShow,Static web Apps,vim,Visual Studio,WSL2","./2022/01/15/create-reverse-proxy-using-dotnet-minimal/index.html","E:\repos\Processtune-web\www\2022\01\15\create-reverse-proxy-using-dotnet-minimal\index.html"
"Node + MongoDB container for Azure Functions – Processtune Blog","Alpine Linux,Azure Active Directory,Azure Functions,Docker,Express,Microservice,Microsoft Azure,MongoDB,Node,SlideShow,Ubuntu,Visual Studio,Visual Studio Code","./2022/02/01/node-mongodb-container-for-azure-static-web-apps/index.html","E:\repos\Processtune-web\www\2022\02\01\node-mongodb-container-for-azure-static-web-apps\index.html"
"Design of solution with gRPC communication – Processtune Blog","ASP.NET Core,Azure Active Directory,C#,gRPC,Microservice,Microsoft Azure,Service,SlideShow,Technical Memo,Visual Studio","./2022/04/30/design-of-solution-with-grpc-communication/index.html","E:\repos\Processtune-web\www\2022\04\30\design-of-solution-with-grpc-communication\index.html"
"ASP.NET Core gRPC & gRPC communication tools – Processtune Blog","Azure Active Directory,gRPC,Microservice,Microsoft Azure,Visual Studio,未分類","./2022/05/30/asp-net-core-grpc-grpc-communication-tools/index.html","E:\repos\Processtune-web\www\2022\05\30\asp-net-core-grpc-grpc-communication-tools\index.html"
"ASP.NET Core Options Pattern – Processtune Blog",".NET Core,ASP.NET Core,Azure Active Directory,C#,Microservice,Microsoft Azure,Service,SlideShow,Visual Studio,Visual Studio Code","./2022/06/28/asp-net-core-options-pattern/index.html","E:\repos\Processtune-web\www\2022\06\28\asp-net-core-options-pattern\index.html"
"Encapsulation of information affects an app flexibility – ASP.NET Core Options Pattern – Processtune Blog","ASP.NET Core,Azure Active Directory,C#,Microservice,Microsoft Azure,Service,SlideShow,Visual Studio,Visual Studio Code","./2022/07/23/encapsulation-of-information-affects-an-app-flexibility-asp-net-core-options-pattern/index.html","E:\repos\Processtune-web\www\2022\07\23\encapsulation-of-information-affects-an-app-flexibility-asp-net-core-options-pattern\index.html"
".NET Core Options pattern – Processtune Blog",".NET Core,ASP.NET Core,Azure Active Directory,C#,Microservice,Microsoft Azure,SlideShow,Visual Studio,Visual Studio Code,WPF App,未分類","./2022/08/18/net-core-options-pattern/index.html","E:\repos\Processtune-web\www\2022\08\18\net-core-options-pattern\index.html"
"Deploy the gRPC service to the Azure App Service – Processtune Blog","Azure Active Directory,gRPC,Microservice,Microsoft Azure,Visual Studio,未分類","./2022/09/30/deploy-the-grpc-service-to-the-azure-app-service/index.html","E:\repos\Processtune-web\www\2022\09\30\deploy-the-grpc-service-to-the-azure-app-service\index.html"
"HTTP/3 and the gRPC service in .NET framework – Processtune Blog","Azure Active Directory,gRPC,Microservice,Microsoft Azure,Visual Studio,未分類","./2022/10/30/http-3-and-the-grpc-service-in-net-framework/index.html","E:\repos\Processtune-web\www\2022\10\30\http-3-and-the-grpc-service-in-net-framework\index.html"
"Introducing Artificial Intelligence (AI) in Companies – Processtune Blog","AI,Azure Active Directory,Microservice,Microsoft Azure,Microsoft Graph,MongoDB,SlideShow,Visual Studio","./2024/02/07/introducing-artificial-intelligence-ai-in-companies/index.html","E:\repos\Processtune-web\www\2024\02\07\introducing-artificial-intelligence-ai-in-companies\index.html"
"Steps of Introducing AI to companies – Processtune Blog","AI,Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./2024/03/26/steps-of-introducing-ai-to-companies/index.html","E:\repos\Processtune-web\www\2024\03\26\steps-of-introducing-ai-to-companies\index.html"
"Mind map creation with markdown notation on visual studio code – Processtune Blog","Azure Active Directory,Markdown,Microservice,Microsoft Azure,SlideShow,Uncategorized,Visual Studio","./2024/04/28/mind-map-creation-with-markdown-notation-on-visual-studio-code/index.html","E:\repos\Processtune-web\www\2024\04\28\mind-map-creation-with-markdown-notation-on-visual-studio-code\index.html"
"tetsuro.takao – Page 10 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/10/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\10\index.html"
"tetsuro.takao – Page 11 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/11/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\11\index.html"
"tetsuro.takao – Page 12 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/12/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\12\index.html"
"tetsuro.takao – Page 13 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/13/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\13\index.html"
"tetsuro.takao – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/2/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\2\index.html"
"tetsuro.takao – Page 3 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/3/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\3\index.html"
"tetsuro.takao – Page 4 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/4/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\4\index.html"
"tetsuro.takao – Page 5 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/5/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\5\index.html"
"tetsuro.takao – Page 6 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/6/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\6\index.html"
"tetsuro.takao – Page 7 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/7/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\7\index.html"
"tetsuro.takao – Page 8 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/8/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\8\index.html"
"tetsuro.takao – Page 9 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./author/tetsuro-takao/page/9/index.html","E:\repos\Processtune-web\www\author\tetsuro-takao\page\9\index.html"
"Microservice – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Previous,Visual Studio","./category/microservice/page/2/index.html","E:\repos\Processtune-web\www\category\microservice\page\2\index.html"
"Microsoft Azure – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 3,Page 4,Page 5,Previous,Visual Studio","./category/microsoft-azure/page/2/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\page\2\index.html"
"Microsoft Azure – Page 3 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 2,Page 4,Page 5,Previous,Visual Studio","./category/microsoft-azure/page/3/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\page\3\index.html"
"Microsoft Azure – Page 4 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 2,Page 3,Page 5,Previous,Visual Studio","./category/microsoft-azure/page/4/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\page\4\index.html"
"Microsoft Azure – Page 5 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Page 3,Page 4,Previous,Visual Studio","./category/microsoft-azure/page/5/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\page\5\index.html"
"Microsoft Graph – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Previous,Visual Studio","./category/microsoft-graph/page/2/index.html","E:\repos\Processtune-web\www\category\microsoft-graph\page\2\index.html"
"Office App – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Previous,Visual Studio","./category/office-app/page/2/index.html","E:\repos\Processtune-web\www\category\office-app\page\2\index.html"
"SlideShow – Page 10 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Page 8,Page 9,Previous,Visual Studio","./category/slide-show/page/10/index.html","E:\repos\Processtune-web\www\category\slide-show\page\10\index.html"
"SlideShow – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 10,Page 3,Page 4,Previous,Visual Studio","./category/slide-show/page/2/index.html","E:\repos\Processtune-web\www\category\slide-show\page\2\index.html"
"SlideShow – Page 3 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 10,Page 2,Page 4,Page 5,Previous,Visual Studio","./category/slide-show/page/3/index.html","E:\repos\Processtune-web\www\category\slide-show\page\3\index.html"
"SlideShow – Page 4 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 10,Page 2,Page 3,Page 5,Page 6,Previous,Visual Studio","./category/slide-show/page/4/index.html","E:\repos\Processtune-web\www\category\slide-show\page\4\index.html"
"SlideShow – Page 5 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 10,Page 3,Page 4,Page 6,Page 7,Previous,Visual Studio","./category/slide-show/page/5/index.html","E:\repos\Processtune-web\www\category\slide-show\page\5\index.html"
"SlideShow – Page 6 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 10,Page 4,Page 5,Page 7,Page 8,Previous,Visual Studio","./category/slide-show/page/6/index.html","E:\repos\Processtune-web\www\category\slide-show\page\6\index.html"
"SlideShow – Page 7 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 10,Page 5,Page 6,Page 8,Page 9,Previous,Visual Studio","./category/slide-show/page/7/index.html","E:\repos\Processtune-web\www\category\slide-show\page\7\index.html"
"SlideShow – Page 8 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 10,Page 6,Page 7,Page 9,Previous,Visual Studio","./category/slide-show/page/8/index.html","E:\repos\Processtune-web\www\category\slide-show\page\8\index.html"
"SlideShow – Page 9 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 10,Page 7,Page 8,Previous,Visual Studio","./category/slide-show/page/9/index.html","E:\repos\Processtune-web\www\category\slide-show\page\9\index.html"
"ComCamp – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/events/communityopenday/index.html","E:\repos\Processtune-web\www\category\technical-memo\events\communityopenday\index.html"
"Global Summit – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/events/global-summit/index.html","E:\repos\Processtune-web\www\category\technical-memo\events\global-summit\index.html"
"Mix 11 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/events/mix-11/index.html","E:\repos\Processtune-web\www\category\technical-memo\events\mix-11\index.html"
"Technical Memo – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 3,Page 4,Page 5,Previous,Visual Studio","./category/technical-memo/page/2/index.html","E:\repos\Processtune-web\www\category\technical-memo\page\2\index.html"
"Technical Memo – Page 3 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 2,Page 4,Page 5,Previous,Visual Studio","./category/technical-memo/page/3/index.html","E:\repos\Processtune-web\www\category\technical-memo\page\3\index.html"
"Technical Memo – Page 4 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 2,Page 3,Page 5,Previous,Visual Studio","./category/technical-memo/page/4/index.html","E:\repos\Processtune-web\www\category\technical-memo\page\4\index.html"
"Technical Memo – Page 5 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Page 3,Page 4,Previous,Visual Studio","./category/technical-memo/page/5/index.html","E:\repos\Processtune-web\www\category\technical-memo\page\5\index.html"
"CodeZine – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/technical-memo/silverlight/codezine/index.html","E:\repos\Processtune-web\www\category\technical-memo\silverlight\codezine\index.html"
"Visual Studio – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 3,Previous,Visual Studio","./category/visual-studio/page/2/index.html","E:\repos\Processtune-web\www\category\visual-studio\page\2\index.html"
"Visual Studio – Page 3 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Page 2,Previous,Visual Studio","./category/visual-studio/page/3/index.html","E:\repos\Processtune-web\www\category\visual-studio\page\3\index.html"
"WinUI – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 3,Page 4,Page 5,Previous,Visual Studio","./category/winui/page/2/index.html","E:\repos\Processtune-web\www\category\winui\page\2\index.html"
"WinUI – Page 3 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 2,Page 4,Page 5,Previous,Visual Studio","./category/winui/page/3/index.html","E:\repos\Processtune-web\www\category\winui\page\3\index.html"
"WinUI – Page 4 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 2,Page 3,Page 5,Previous,Visual Studio","./category/winui/page/4/index.html","E:\repos\Processtune-web\www\category\winui\page\4\index.html"
"WinUI – Page 5 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Page 3,Page 4,Previous,Visual Studio","./category/winui/page/5/index.html","E:\repos\Processtune-web\www\category\winui\page\5\index.html"
"Windows Store App – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 2,Page 3,Page 4,Visual Studio","./category/winui/universal-apps/windows-store-app/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\windows-store-app\index.html"
"Designing Object Model for Metro Style Application – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows Store App","./2013/04/08/designing-object-model-for-metro-style-application/comment-page-1/index.html","E:\repos\Processtune-web\www\2013\04\08\designing-object-model-for-metro-style-application\comment-page-1\index.html"
"Portable class Libraries with designing object models – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,Windows Store App,未分類","./2013/04/08/portable-class-libraries-with-designing-object-models/comment-page-1/index.html","E:\repos\Processtune-web\www\2013\04\08\portable-class-libraries-with-designing-object-models\comment-page-1\index.html"
"WPF app that display Excel file. – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Office Business App,SlideShow,Visual Studio,Windows 8 App","./2013/08/26/wpf-app-that-display-excel-file-2/comment-page-1/index.html","E:\repos\Processtune-web\www\2013\08\26\wpf-app-that-display-excel-file-2\comment-page-1\index.html"
"Incorporate the Realiable Actor service to web app solution – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,SlideShow,Visual Studio,未分類","./2017/02/12/incorporate-the-realiable-actor-service-to-web-app-solution/comment-page-1/index.html","E:\repos\Processtune-web\www\2017\02\12\incorporate-the-realiable-actor-service-to-web-app-solution\comment-page-1\index.html"
"Azure Active Directory – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Previous,Visual Studio","./category/microsoft-azure/azure-active-directory/page/2/index.html","E:\repos\Processtune-web\www\category\microsoft-azure\azure-active-directory\page\2\index.html"
"Silverlight – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 3,Previous,Visual Studio","./category/technical-memo/silverlight/page/2/index.html","E:\repos\Processtune-web\www\category\technical-memo\silverlight\page\2\index.html"
"Silverlight – Page 3 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Page 2,Previous,Visual Studio","./category/technical-memo/silverlight/page/3/index.html","E:\repos\Processtune-web\www\category\technical-memo\silverlight\page\3\index.html"
"Universal Apps – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 3,Page 4,Previous,Visual Studio","./category/winui/universal-apps/page/2/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\page\2\index.html"
"Universal Apps – Page 3 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 2,Page 4,Previous,Visual Studio","./category/winui/universal-apps/page/3/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\page\3\index.html"
"Universal Apps – Page 4 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Page 2,Page 3,Previous,Visual Studio","./category/winui/universal-apps/page/4/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\page\4\index.html"
"Windows 10 App – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 2,Visual Studio","./category/winui/universal-apps/windows-store-app/windows-10-app/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\windows-store-app\windows-10-app\index.html"
"Windows 8.1 App – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/winui/universal-apps/windows-store-app/windows-8-1-app/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\windows-store-app\windows-8-1-app\index.html"
"Windows 8 App – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/winui/universal-apps/windows-store-app/windows-8-app/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\windows-store-app\windows-8-app\index.html"
"Windows Phone App – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Visual Studio","./category/winui/universal-apps/windows-store-app/windows-phone-app/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\windows-store-app\windows-phone-app\index.html"
"Windows Store App – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 3,Page 4,Previous,Visual Studio","./category/winui/universal-apps/windows-store-app/page/2/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\windows-store-app\page\2\index.html"
"Windows Store App – Page 3 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Next,Page 1,Page 2,Page 4,Previous,Visual Studio","./category/winui/universal-apps/windows-store-app/page/3/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\windows-store-app\page\3\index.html"
"Windows Store App – Page 4 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Page 2,Page 3,Previous,Visual Studio","./category/winui/universal-apps/windows-store-app/page/4/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\windows-store-app\page\4\index.html"
"Windows 10 App – Page 2 – Processtune Blog","Azure Active Directory,Microservice,Microsoft Azure,Page 1,Previous,Visual Studio","./category/winui/universal-apps/windows-store-app/windows-10-app/page/2/index.html","E:\repos\Processtune-web\www\category\winui\universal-apps\windows-store-app\windows-10-app\page\2\index.html"
